"DateTime","Final price","Historical low"
"2012-11-01 17:03:07",7.34,7.34
"2012-11-21 19:43:02",8.24,7.34
"2012-11-27 12:56:16",5.49,5.49
"2012-12-20 19:33:35",8.24,5.49
"2012-12-22 19:54:47",5.49,5.49
"2012-12-23 04:19:19",8.24,5.49
"2012-12-27 20:27:40",5.49,5.49
"2012-12-29 18:27:23",8.24,5.49
"2013-01-05 18:28:30",5.49,5.49
"2013-07-11 18:15:31",3.73,3.73
"2013-07-12 01:29:30",7.36,3.73
"2013-07-20 17:27:55",3.73,3.73
"2013-07-25 15:54:08",10.99,3.73
"2013-11-27 18:23:30",5.49,3.73
"2013-11-28 12:51:21",10.99,3.73
"2013-11-29 19:21:54",2.74,2.74
"2013-12-01 18:30:34",5.49,2.74
"2013-12-02 04:55:30",10.99,2.74
"2013-12-19 20:27:48",2.74,2.74
"2013-12-20 05:21:56",5.49,2.74
"2013-12-21 18:28:01",2.74,2.74
"2013-12-23 12:39:28",10.99,2.74
"2013-12-23 19:02:51",5.49,2.74
"2013-12-26 19:40:54",10.99,2.74
"2014-01-02 03:23:00",5.49,2.74
"2014-01-02 18:30:11",2.74,2.74
"2014-01-03 18:23:00",10.99,2.74
"2014-03-14 17:30:23",1.99,1.99
"2014-03-16 12:33:12",10.99,1.99
"2014-06-19 19:03:04",7.36,1.99
"2014-06-21 00:16:07",10.99,1.99
"2014-06-25 18:49:03",5.49,1.99
"2014-06-27 17:27:04",7.36,1.99
"2014-06-29 20:19:05",5.49,1.99
"2014-06-30 17:19:05",10.99,1.99
"2014-08-15 17:20:08",5.49,1.99
"2014-08-17 17:20:06",10.99,1.99
"2014-11-26 19:22:03",5.49,1.99
"2014-11-27 20:37:36",6.99,1.99
"2014-11-27 20:37:36",5.49,1.99
"2014-11-28 18:11:26",7.36,1.99
"2014-11-28 18:11:26",9.37,1.99
"2014-12-02 18:12:51",10.99,1.99
"2014-12-02 18:12:51",13.99,1.99
"2014-12-18 18:48:02",9.37,1.99
"2014-12-18 18:48:02",7.36,1.99
"2014-12-26 18:05:43",5.03,1.99
"2014-12-26 18:05:43",4.13,1.99
"2014-12-26 18:13:22",5.49,1.99
"2014-12-26 18:13:22",6.99,1.99
"2014-12-28 18:05:44",7.36,1.99
"2014-12-28 18:05:44",9.37,1.99
"2014-12-31 18:05:40",6.99,1.99
"2014-12-31 18:05:40",5.49,1.99
"2015-01-02 18:06:13",10.99,1.99
"2015-01-02 18:06:13",13.99,1.99
"2015-03-13 17:05:07",6.99,1.99
"2015-03-13 17:05:07",5.49,1.99
"2015-03-16 17:06:13",10.99,1.99
"2015-03-16 17:06:13",13.99,1.99
"2015-06-11 19:05:04",5.49,1.99
"2015-06-11 19:05:04",6.99,1.99
"2015-06-22 18:12:56",10.99,1.99
"2015-06-22 18:12:56",13.99,1.99
"2015-08-20 15:45:06",6.99,1.99
"2015-08-20 15:45:06",5.49,1.99
"2015-08-24 17:05:05",10.99,1.99
"2015-08-24 17:05:05",13.99,1.99
"2015-11-25 18:24:21",6.99,1.99
"2015-11-25 18:24:21",5.49,1.99
"2015-12-01 18:39:39",13.99,1.99
"2015-12-01 18:39:39",10.99,1.99
"2015-12-03 18:05:31",5.49,1.99
"2015-12-03 18:05:31",6.99,1.99
"2015-12-05 18:05:28",10.99,1.99
"2015-12-05 18:05:28",13.99,1.99
"2015-12-22 19:34:58",5.49,1.99
"2015-12-22 19:34:58",6.99,1.99
"2016-01-04 19:21:29",13.99,1.99
"2016-01-04 19:21:29",10.99,1.99
"2016-02-05 19:31:42",6.99,1.99
"2016-02-05 19:31:42",5.49,1.99
"2016-02-12 18:47:18",10.99,1.99
"2016-02-12 18:47:18",13.99,1.99
"2016-02-17 17:15:30",13.99,1.99
"2016-06-23 20:11:34",6.99,1.99
"2016-07-04 17:29:30",13.99,1.99
"2016-11-23 20:34:29",9.37,1.99
"2016-11-30 03:00:48",13.99,1.99
"2016-12-02 21:44:47",9.37,1.99
"2016-12-03 18:15:21",13.99,1.99
"2016-12-22 17:58:53",9.37,1.99
"2017-01-02 18:32:00",13.99,1.99
"2017-06-22 21:05:33",9.37,1.99
"2017-07-05 18:11:17",13.99,1.99
"2017-11-22 19:01:13",9.37,1.99
"2017-11-28 18:29:23",13.99,1.99
"2017-12-07 18:10:42",9.37,1.99
"2017-12-09 18:10:34",13.99,1.99
"2017-12-21 19:04:57",9.37,1.99
"2018-01-04 18:32:57",13.99,1.99
"2018-02-15 18:29:42",6.99,1.99
"2018-02-19 18:35:21",13.99,1.99
"2018-04-10 00:20:06",12.49,1.99
"2018-06-22 00:24:23",6.24,1.99
"2018-07-05 17:35:19",12.49,1.99
"2018-11-21 20:33:05",6.24,1.99
"2018-11-27 21:01:33",12.49,1.99
"2018-12-06 21:34:09",0,
"2025-01-25 11:01:50",0,
