"DateTime","Final price","Historical low"
"2017-03-23 15:10:13",29.99,29.99
"2018-06-19 17:10:40",19.99,19.99
"2018-07-05 17:12:01",29.99,19.99
"2018-12-19 07:50:09",19.99,19.99
"2019-01-03 20:11:20",29.99,19.99
"2019-06-25 19:10:55",14.99,14.99
"2019-07-09 17:42:01",29.99,14.99
"2019-07-24 10:10:14",14.99,14.99
"2019-07-30 10:10:10",29.99,14.99
"2019-10-23 07:40:06",14.99,14.99
"2019-10-30 07:10:08",29.99,14.99
"2019-11-26 19:06:26",14.99,14.99
"2019-12-03 18:11:38",29.99,14.99
"2019-12-19 18:06:31",14.99,14.99
"2020-01-02 18:18:33",29.99,14.99
"2020-04-22 07:10:07",14.99,14.99
"2020-04-29 07:10:07",29.99,14.99
"2020-06-04 17:05:38",14.99,14.99
"2020-06-08 17:08:46",29.99,14.99
"2020-06-25 17:07:45",14.99,14.99
"2020-07-09 18:13:19",29.99,14.99
"2020-07-22 07:10:06",14.99,14.99
"2020-07-29 07:10:03",29.99,14.99
"2020-11-25 18:07:18",14.99,14.99
"2020-12-01 19:16:52",29.99,14.99
"2021-02-11 18:10:55",14.99,14.99
"2021-02-15 19:05:58",29.99,14.99
"2021-04-27 17:08:17",14.99,14.99
"2021-05-05 17:07:39",29.99,14.99
"2021-06-24 17:35:01",14.99,14.99
"2021-07-12 17:12:08",29.99,14.99
"2022-01-10 18:01:56",0,
"2025-01-25 11:03:14",0,
