"DateTime","Final price","Historical low"
"2017-05-26 15:00:10",59.99,59.99
"2018-06-21 23:30:10",44.99,44.99
"2018-07-05 17:49:32",59.99,44.99
"2018-08-28 17:10:16",40.19,40.19
"2018-08-31 17:10:34",59.99,40.19
"2018-11-08 18:20:39",40.19,40.19
"2018-11-12 18:20:57",59.99,40.19
"2018-11-21 18:55:48",29.99,29.99
"2018-11-27 19:25:24",59.99,29.99
"2018-12-06 18:21:36",29.99,29.99
"2018-12-08 18:20:28",59.99,29.99
"2018-12-20 18:47:35",27.99,27.99
"2018-12-20 20:56:13",23.99,23.99
"2019-01-03 20:06:44",59.99,23.99
"2019-01-17 18:21:33",29.99,23.99
"2019-01-21 18:30:12",34.99,23.99
"2019-01-21 19:53:13",59.99,23.99
"2019-02-04 18:47:47",14.99,14.99
"2019-02-11 21:58:56",59.99,14.99
"2019-03-21 17:02:15",19.79,14.99
"2019-03-25 17:30:53",59.99,14.99
"2019-04-05 14:20:13",19.79,14.99
"2019-04-08 17:10:18",59.99,14.99
"2019-05-16 17:22:00",19.79,14.99
"2019-05-20 17:10:32",59.99,14.99
"2019-06-25 19:30:07",19.79,14.99
"2019-07-09 20:23:49",59.99,14.99
"2019-09-26 17:18:23",19.79,14.99
"2019-09-30 17:15:16",59.99,14.99
"2019-11-18 18:24:36",19.79,14.99
"2019-11-25 18:21:29",59.99,14.99
"2019-11-26 18:08:25",14.99,14.99
"2019-12-03 18:11:44",59.99,14.99
"2019-12-19 18:07:59",14.99,14.99
"2020-01-02 18:13:45",59.99,14.99
"2020-01-23 18:11:25",14.99,14.99
"2020-01-27 19:37:20",59.99,14.99
"2020-02-17 18:16:22",14.99,14.99
"2020-02-24 18:24:44",59.99,14.99
"2020-02-27 23:40:35",14.99,14.99
"2020-03-02 18:18:07",59.99,14.99
"2020-03-16 17:28:58",14.99,14.99
"2020-03-26 17:16:05",59.99,14.99
"2020-05-14 17:19:46",14.99,14.99
"2020-05-18 17:07:29",59.99,14.99
"2020-06-25 17:13:03",14.99,14.99
"2020-07-09 18:13:55",59.99,14.99
"2020-07-13 17:02:29",8.99,8.99
"2020-07-20 17:18:10",59.99,8.99
"2020-10-26 17:34:58",11.99,8.99
"2020-11-02 18:03:30",59.99,8.99
"2020-11-25 18:12:37",11.99,8.99
"2020-12-01 18:29:13",59.99,8.99
"2020-12-22 18:14:03",11.99,8.99
"2021-01-05 19:16:00",59.99,8.99
"2021-01-13 18:25:14",11.99,8.99
"2021-01-17 18:05:15",59.99,8.99
"2021-02-11 18:07:24",11.99,8.99
"2021-02-15 19:34:27",59.99,8.99
"2021-03-16 17:09:51",11.99,8.99
"2021-03-29 17:22:57",59.99,8.99
"2021-05-27 17:04:06",17.99,8.99
"2021-05-27 17:51:40",8.99,8.99
"2021-05-31 17:20:57",59.99,8.99
"2021-06-24 17:34:52",8.99,8.99
"2021-07-08 17:51:42",59.99,8.99
"2021-08-05 17:07:44",8.99,8.99
"2021-08-09 17:09:30",59.99,8.99
"2021-11-24 18:08:33",11.99,8.99
"2021-12-01 18:20:36",59.99,8.99
"2021-12-06 18:01:50",11.99,8.99
"2021-12-12 18:01:41",59.99,8.99
"2021-12-22 18:09:02",11.99,8.99
"2021-12-22 18:15:08",11.99,8.99
"2022-01-05 18:21:03",59.99,8.99
"2022-01-27 18:22:30",11.99,8.99
"2022-02-03 18:22:28",59.99,8.99
"2022-02-07 18:01:51",11.99,8.99
"2022-02-14 18:01:49",59.99,8.99
"2022-03-08 07:01:45",11.99,8.99
"2022-03-21 17:21:58",59.99,8.99
"2022-06-02 17:05:03",11.99,8.99
"2022-06-06 17:01:51",59.99,8.99
"2022-06-23 17:26:03",11.99,8.99
"2022-06-23 17:34:22",11.99,8.99
"2022-07-07 17:28:39",59.99,8.99
"2022-08-25 17:10:02",11.99,8.99
"2022-08-29 17:21:58",59.99,8.99
"2022-10-06 17:01:54",11.99,8.99
"2022-10-09 17:01:43",59.99,8.99
"2022-11-10 18:01:49",11.99,8.99
"2022-11-14 18:21:56",59.99,8.99
"2022-11-22 18:09:46",11.99,8.99
"2022-11-29 18:22:30",59.99,8.99
"2022-12-22 18:09:35",11.99,8.99
"2023-01-05 18:22:42",59.99,8.99
"2023-03-02 18:01:46",8.99,8.99
"2023-03-09 18:01:44",59.99,8.99
"2023-03-16 17:22:21",8.99,8.99
"2023-03-23 17:22:29",59.99,8.99
"2023-04-17 17:45:05",8.99,8.99
"2023-04-24 05:05:02",59.99,8.99
"2023-06-29 17:15:10",8.99,8.99
"2023-07-13 17:22:34",59.99,8.99
"2023-07-24 17:21:58",8.99,8.99
"2023-07-31 17:21:56",59.99,8.99
"2023-09-14 17:01:48",8.99,8.99
"2023-09-21 17:01:50",59.99,8.99
"2023-11-10 18:01:41",8.99,8.99
"2023-11-17 18:01:29",59.99,8.99
"2023-11-21 18:10:16",8.99,8.99
"2023-11-28 18:27:48",59.99,8.99
"2023-12-21 18:08:30",8.99,8.99
"2024-01-15 18:21:49",59.99,8.99
"2024-02-15 18:26:49",8.99,8.99
"2024-02-29 18:01:43",59.99,8.99
"2024-03-14 17:40:50",8.99,8.99
"2024-03-21 17:27:57",59.99,8.99
"2024-04-15 17:22:00",8.99,8.99
"2024-04-22 17:21:58",59.99,8.99
"2024-05-26 17:01:44",8.99,8.99
"2024-06-02 17:01:36",59.99,8.99
"2024-06-27 17:51:01",5.99,5.99
"2024-07-11 17:27:48",59.99,5.99
"2024-08-15 17:01:46",8.99,5.99
"2024-08-22 17:01:43",59.99,5.99
"2024-09-22 17:01:40",8.99,5.99
"2024-09-29 17:04:39",59.99,5.99
"2024-11-03 18:01:37",8.99,5.99
"2024-11-10 18:01:34",59.99,5.99
"2024-11-27 18:22:21",5.99,5.99
"2024-12-04 18:27:59",59.99,5.99
"2024-12-19 20:30:24",8.99,5.99
"2025-01-02 19:01:27",59.99,5.99
"2025-01-05 18:01:21",8.99,5.99
"2025-01-12 18:01:21",59.99,5.99
"2025-01-24 14:03:18",59.99,5.99
"2025-01-24 14:03:18",,5.99
