"DateTime","Final price","Historical low"
"2023-02-09 18:01:35",35.99,35.99
"2023-02-14 18:01:32",44.99,35.99
"2023-03-16 17:21:54",33.74,33.74
"2023-03-23 17:21:56",44.99,33.74
"2023-05-25 17:01:33",33.74,33.74
"2023-06-01 17:01:33",44.99,33.74
"2023-06-29 17:26:06",30.74,30.74
"2023-07-13 17:22:01",44.99,30.74
"2023-08-24 17:01:28",33.74,30.74
"2023-08-31 17:01:29",44.99,30.74
"2023-09-30 17:01:34",33.74,30.74
"2023-10-07 17:01:25",44.99,30.74
"2023-11-21 18:28:49",22.49,22.49
"2023-11-28 18:27:09",44.99,22.49
"2023-12-21 18:27:00",22.49,22.49
"2024-01-04 18:27:28",44.99,22.49
"2024-02-12 18:21:43",33.74,22.49
"2024-02-19 18:21:38",44.99,22.49
"2024-03-14 17:15:55",33.74,22.49
"2024-03-21 17:27:15",44.99,22.49
"2024-04-15 17:21:44",17.99,17.99
"2024-04-22 17:21:40",44.99,17.99
"2024-05-23 03:00:02",48.99,17.99
"2024-06-27 17:50:29",36.74,17.99
"2024-07-11 17:27:11",48.99,17.99
"2024-09-25 20:45:02",34.49,17.99
"2024-09-26 17:01:34",19.59,17.99
"2024-10-03 17:01:29",48.99,17.99
"2024-10-10 17:20:02",28.54,17.99
"2024-10-15 17:01:30",48.99,17.99
"2024-11-27 18:21:30",24.49,17.99
"2024-12-04 18:27:15",48.99,17.99
"2024-12-19 20:30:25",19.59,17.99
"2025-01-02 19:01:24",48.99,17.99
"2025-01-24 13:54:02",48.99,17.99
"2025-01-24 13:54:02",,17.99
